date,channel,geo,spend
2025-01-12,Meta,US,291.74
2025-01-12,Meta,UK,310.47
2025-01-12,Google,UA,170.32
2025-01-12,Google,PL,182.09
2025-01-12,Google,DE,181.21
2025-01-12,Google,US,263.76
2025-01-12,Google,UK,293.83
2025-01-12,TikTok,UA,171.85
2025-01-12,TikTok,PL,262.01
2025-01-12,TikTok,DE,310.54
2025-01-12,TikTok,US,373.52
2025-01-12,TikTok,UK,535.43
2025-01-12,Email,UA,28.25
2025-01-12,Email,PL,22.5
2025-01-12,Email,DE,40.95
2025-01-12,Email,US,47.94
2025-01-12,Email,UK,54.56
2025-01-13,Meta,UA,157.8
2025-01-13,Meta,PL,229.22
2025-01-13,Meta,DE,313.21
2025-01-13,Meta,US,455.77
2025-01-13,Meta,UK,272.32
2025-01-13,Google,UA,131.82
2025-01-13,Google,PL,165.25
2025-01-13,Google,DE,195.59
2025-01-13,Google,US,412.22
2025-01-13,Google,UK,279.66
2025-01-13,TikTok,UA,156.2
2025-01-13,TikTok,PL,297.27
2025-01-13,TikTok,DE,451.28
2025-01-13,TikTok,US,505.78
2025-01-13,TikTok,UK,276.9
2025-01-13,Email,UA,23.1
2025-01-13,Email,PL,40.7
2025-01-13,Email,DE,34.86
2025-01-13,Email,US,58.49
2025-01-13,Email,UK,53.8
2025-01-14,Meta,UA,154.03
2025-01-14,Meta,PL,231.51
2025-01-14,Meta,DE,159.58
2025-01-14,Meta,US,324.33
2025-01-14,Meta,UK,322.98
2025-01-14,Google,UA,111.84
2025-01-14,Google,PL,241.48
2025-01-14,Google,DE,170.07
2025-01-14,Google,US,277.15
2025-01-14,Google,UK,266.19
2025-01-14,TikTok,UA,254.05
2025-01-14,TikTok,PL,194.61
2025-01-14,TikTok,DE,379.73
2025-01-14,TikTok,US,420.77
2025-01-14,TikTok,UK,305.05
2025-01-14,Email,UA,27.39
2025-01-14,Email,PL,33.58
2025-01-14,Email,DE,35.54
2025-01-14,Email,US,54.68
2025-01-14,Email,UK,43.66
2025-01-15,Meta,UA,185.76
2025-01-15,Meta,PL,263.62
2025-01-15,Meta,DE,380.5
2025-01-15,Meta,US,312.11
2025-01-15,Meta,UK,496.21
2025-01-15,Google,UA,98.52
2025-01-15,Google,PL,175.15
2025-01-15,Google,DE,244.58
2025-01-15,Google,US,315.56
2025-01-15,Google,UK,232.43
2025-01-15,TikTok,UA,188.79
2025-01-15,TikTok,PL,230.6
2025-01-15,TikTok,DE,277.0
2025-01-15,TikTok,US,489.4
2025-01-15,TikTok,UK,388.16
2025-01-15,Email,UA,22.25
2025-01-15,Email,PL,38.1
2025-01-15,Email,DE,41.85
2025-01-15,Email,US,62.51
2025-01-15,Email,UK,52.42
2025-01-16,Meta,UA,156.77
2025-01-16,Meta,PL,211.56
2025-01-16,Meta,DE,327.18
2025-01-16,Meta,US,435.29
2025-01-16,Meta,UK,336.73
2025-01-16,Google,UA,142.99
2025-01-16,Google,PL,226.54
2025-01-16,Google,DE,197.78
2025-01-16,Google,US,331.05
2025-01-16,Google,UK,250.71
2025-01-16,TikTok,UA,188.47
2025-01-16,TikTok,PL,307.11
2025-01-16,TikTok,DE,357.34
2025-01-16,TikTok,US,486.23
2025-01-16,TikTok,UK,460.42
2025-01-16,Email,UA,25.3
2025-01-16,Email,PL,36.63
2025-01-16,Email,DE,37.45
2025-01-16,Email,US,57.24
2025-01-16,Email,UK,45.72
2025-01-17,Meta,UA,185.21
2025-01-17,Meta,PL,260.46
2025-01-17,Meta,DE,246.83
2025-01-17,Meta,US,568.37
2025-01-17,Meta,UK,282.02
2025-01-17,Google,UA,112.52
2025-01-17,Google,PL,221.72
2025-01-17,Google,DE,253.69
2025-01-17,Google,US,335.67
2025-01-17,Google,UK,291.13
2025-01-17,TikTok,UA,195.57
2025-01-17,TikTok,PL,214.42
2025-01-17,TikTok,DE,312.23
2025-01-17,TikTok,US,371.8
2025-01-17,TikTok,UK,433.84
2025-01-17,Email,UA,24.54
2025-01-17,Email,PL,27.93
2025-01-17,Email,DE,37.37
2025-01-17,Email,US,58.17
2025-01-17,Email,UK,42.28
2025-01-18,Meta,UA,156.96
2025-01-18,Meta,PL,244.49
2025-01-18,Meta,DE,298.89
2025-01-18,Meta,US,355.99
2025-01-18,Meta,UK,310.52
2025-01-18,Google,UA,145.97
2025-01-18,Google,PL,138.7
2025-01-18,Google,DE,170.76
2025-01-18,Google,US,263.61
2025-01-18,Google,UK,250.2
2025-01-18,TikTok,UA,207.28
2025-01-18,TikTok,PL,328.65
2025-01-18,TikTok,DE,359.42
2025-01-18,TikTok,US,408.08
2025-01-18,TikTok,UK,362.76
2025-01-18,Email,UA,21.04
2025-01-18,Email,PL,32.29
2025-01-18,Email,DE,37.59
2025-01-18,Email,US,57.23
2025-01-18,Email,UK,40.33
2025-01-19,Meta,UA,199.83
2025-01-19,Meta,PL,308.34
2025-01-19,Meta,DE,280.46
2025-01-19,Meta,US,419.24
2025-01-19,Meta,UK,382.71
2025-01-19,Google,UA,130.25
2025-01-19,Google,PL,187.41
2025-01-19,Google,DE,220.5
2025-01-19,Google,US,305.32
2025-01-19,Google,UK,226.23
2025-01-19,TikTok,UA,196.87
2025-01-19,TikTok,PL,275.63
2025-01-19,TikTok,DE,399.94
2025-01-19,TikTok,US,499.16
2025-01-19,TikTok,UK,536.32
2025-01-19,Email,UA,21.95
2025-01-19,Email,PL,37.91
2025-01-19,Email,DE,40.93
2025-01-19,Email,US,80.09
2025-01-19,Email,UK,40.46
2025-01-20,Meta,UA,156.47
2025-01-20,Meta,PL,210.07
2025-01-20,Meta,DE,195.13
2025-01-20,Meta,US,354.78
2025-01-20,Meta,UK,294.83
2025-01-20,Google,UA,143.84
2025-01-20,Google,PL,191.42
2025-01-20,Google,DE,308.38
2025-01-20,Google,US,355.97
2025-01-20,Google,UK,234.36
2025-01-20,TikTok,UA,166.73
2025-01-20,TikTok,PL,275.33
2025-01-20,TikTok,DE,242.85
2025-01-20,TikTok,US,584.01
2025-01-20,TikTok,UK,450.09
2025-01-20,Email,UA,23.16
2025-01-20,Email,PL,23.8
2025-01-20,Email,DE,50.53
2025-01-20,Email,US,52.9
2025-01-20,Email,UK,58.48
2025-01-21,Meta,UA,136.59
2025-01-21,Meta,PL,210.07
2025-01-21,Meta,DE,286.27
2025-01-21,Meta,US,393.31
2025-01-21,Meta,UK,311.7
2025-01-21,Google,UA,156.61
2025-01-21,Google,PL,148.53
2025-01-21,Google,DE,214.43
2025-01-21,Google,US,306.57
2025-01-21,Google,UK,285.23
2025-01-21,TikTok,UA,222.78
2025-01-21,TikTok,PL,205.82
2025-01-21,TikTok,DE,233.68
2025-01-21,TikTok,US,528.6
2025-01-21,TikTok,UK,386.44
2025-01-21,Email,UA,22.02
2025-01-21,Email,PL,42.84
2025-01-21,Email,DE,40.43
2025-01-21,Email,US,66.77
2025-01-21,Email,UK,47.37
2025-01-22,Meta,UA,263.73
2025-01-22,Meta,PL,320.95
2025-01-22,Meta,DE,273.47
2025-01-22,Meta,US,464.53
2025-01-22,Meta,UK,379.64
2025-01-22,Google,UA,179.11
2025-01-22,Google,PL,151.3
2025-01-22,Google,DE,248.92
2025-01-22,Google,US,362.96
2025-01-22,Google,UK,189.45
2025-01-22,TikTok,UA,158.4
2025-01-22,TikTok,PL,174.58
2025-01-22,TikTok,DE,293.42
2025-01-22,TikTok,US,477.91
2025-01-22,TikTok,UK,477.03
2025-01-22,Email,UA,25.54
2025-01-22,Email,PL,43.44
2025-01-22,Email,DE,30.89
2025-01-22,Email,US,39.74
2025-01-22,Email,UK,46.33
2025-01-23,Meta,UA,195.03
2025-01-23,Meta,PL,232.63
2025-01-23,Meta,DE,197.13
2025-01-23,Meta,US,383.79
2025-01-23,Meta,UK,267.27
2025-01-23,Google,UA,157.93
2025-01-23,Google,PL,192.28
2025-01-23,Google,DE,185.76
2025-01-23,Google,US,273.5
2025-01-23,Google,UK,214.87
2025-01-23,TikTok,UA,193.8
2025-01-23,TikTok,PL,299.27
2025-01-23,TikTok,DE,257.93
2025-01-23,TikTok,US,459.89
2025-01-23,TikTok,UK,330.86
2025-01-23,Email,UA,21.85
2025-01-23,Email,PL,31.78
2025-01-23,Email,DE,32.87
2025-01-23,Email,US,48.88
2025-01-23,Email,UK,37.72
2025-01-24,Meta,UA,259.21
2025-01-24,Meta,PL,235.49
2025-01-24,Meta,DE,252.15
2025-01-24,Meta,US,405.31
2025-01-24,Meta,UK,331.23
2025-01-24,Google,UA,134.54
2025-01-24,Google,PL,201.04
2025-01-24,Google,DE,252.14
2025-01-24,Google,US,272.68
2025-01-24,Google,UK,234.4
2025-01-24,TikTok,UA,186.53
2025-01-24,TikTok,PL,166.51
2025-01-24,TikTok,DE,234.48
2025-01-24,TikTok,US,537.16
2025-01-24,TikTok,UK,489.43
2025-01-24,Email,UA,24.1
2025-01-24,Email,PL,35.94
2025-01-24,Email,DE,41.88
2025-01-24,Email,US,93.99
2025-01-24,Email,UK,57.25
2025-01-25,Meta,UA,177.86
2025-01-25,Meta,PL,197.02
2025-01-25,Meta,DE,214.18
2025-01-25,Meta,US,404.55
2025-01-25,Meta,UK,294.98
2025-01-25,Google,UA,108.38
2025-01-25,Google,PL,160.22
2025-01-25,Google,DE,181.08
2025-01-25,Google,US,406.45
2025-01-25,Google,UK,304.71
2025-01-25,TikTok,UA,195.72
2025-01-25,TikTok,PL,328.92
2025-01-25,TikTok,DE,312.32
2025-01-25,TikTok,US,359.68
2025-01-25,TikTok,UK,478.82
2025-01-25,Email,UA,27.77
2025-01-25,Email,PL,26.88
2025-01-25,Email,DE,38.27
2025-01-25,Email,US,46.13
2025-01-25,Email,UK,36.49
2025-01-26,Meta,UA,215.02
2025-01-26,Meta,PL,329.97
2025-01-26,Meta,DE,222.35
2025-01-26,Meta,US,431.59
2025-01-26,Meta,UK,300.65
2025-01-26,Google,UA,128.25
2025-01-26,Google,PL,161.79
2025-01-26,Google,DE,188.31
2025-01-26,Google,US,302.63
2025-01-26,Google,UK,223.88
2025-01-26,TikTok,UA,205.78
2025-01-26,TikTok,PL,249.73
2025-01-26,TikTok,DE,295.03
2025-01-26,TikTok,US,356.7
2025-01-26,TikTok,UK,328.11
2025-01-26,Email,UA,28.87
2025-01-26,Email,PL,35.46
2025-01-26,Email,DE,33.21
2025-01-26,Email,US,54.97
2025-01-26,Email,UK,53.58
2025-01-27,Meta,UA,134.76
2025-01-27,Meta,PL,258.04
2025-01-27,Meta,DE,253.84
2025-01-27,Meta,US,432.19
2025-01-27,Meta,UK,294.61
2025-01-27,Google,UA,101.17
2025-01-27,Google,PL,134.29
2025-01-27,Google,DE,221.91
2025-01-27,Google,US,314.36
2025-01-27,Google,UK,220.94
2025-01-27,TikTok,UA,219.88
2025-01-27,TikTok,PL,186.86
2025-01-27,TikTok,DE,304.36
2025-01-27,TikTok,US,337.74
2025-01-27,TikTok,UK,323.7
2025-01-27,Email,UA,25.42
2025-01-27,Email,PL,27.75
2025-01-27,Email,DE,36.95
2025-01-27,Email,US,64.72
2025-01-27,Email,UK,42.18
2025-01-28,Meta,UA,211.54
2025-01-28,Meta,PL,190.94
2025-01-28,Meta,DE,314.62
2025-01-28,Meta,US,505.54
2025-01-28,Meta,UK,216.62
2025-01-28,Google,UA,121.29
2025-01-28,Google,PL,199.7
2025-01-28,Google,DE,212.1
2025-01-28,Google,US,320.73
2025-01-28,Google,UK,233.22
2025-01-28,TikTok,UA,199.08
2025-01-28,TikTok,PL,245.04
2025-01-28,TikTok,DE,380.05
2025-01-28,TikTok,US,439.68
2025-01-28,TikTok,UK,386.81
2025-01-28,Email,UA,23.4
2025-01-28,Email,PL,29.68
2025-01-28,Email,DE,36.63
2025-01-28,Email,US,57.97
2025-01-28,Email,UK,43.38
2025-01-29,Meta,UA,191.74
2025-01-29,Meta,PL,339.98
2025-01-29,Meta,DE,334.55
2025-01-29,Meta,US,367.77
2025-01-29,Meta,UK,419.58
2025-01-29,Google,UA,130.09
2025-01-29,Google,PL,124.72
2025-01-29,Google,DE,183.49
2025-01-29,Google,US,214.23
2025-01-29,Google,UK,244.06
2025-01-29,TikTok,UA,196.65
2025-01-29,TikTok,PL,340.76
2025-01-29,TikTok,DE,326.67
2025-01-29,TikTok,US,403.76
2025-01-29,TikTok,UK,422.61
2025-01-29,Email,UA,16.93
2025-01-29,Email,PL,33.8
2025-01-29,Email,DE,45.49
2025-01-29,Email,US,41.38
2025-01-29,Email,UK,57.5
2025-01-30,Meta,UA,193.43
2025-01-30,Meta,PL,217.15
2025-01-30,Meta,DE,320.5
2025-01-30,Meta,US,586.91
2025-01-30,Meta,UK,349.25
2025-01-30,Google,UA,146.4
2025-01-30,Google,PL,165.72
2025-01-30,Google,DE,188.79
2025-01-30,Google,US,348.36
2025-01-30,Google,UK,222.87
2025-01-30,TikTok,UA,198.54
2025-01-30,TikTok,PL,231.24
2025-01-30,TikTok,DE,335.73
2025-01-30,TikTok,US,446.0
2025-01-30,TikTok,UK,438.74
2025-01-30,Email,UA,22.99
2025-01-30,Email,PL,30.86
2025-01-30,Email,DE,33.2
2025-01-30,Email,US,49.85
2025-01-30,Email,UK,50.09
2025-01-31,Meta,UA,208.57
2025-01-31,Meta,PL,198.21
2025-01-31,Meta,DE,334.46
2025-01-31,Meta,US,497.78
2025-01-31,Meta,UK,364.11
2025-01-31,Google,UA,196.26
2025-01-31,Google,PL,156.6
2025-01-31,Google,DE,175.84
2025-01-31,Google,US,217.81
2025-01-31,Google,UK,340.35
2025-01-31,TikTok,UA,220.5
2025-01-31,TikTok,PL,249.49
2025-01-31,TikTok,DE,323.92
2025-01-31,TikTok,US,342.98
2025-01-31,TikTok,UK,565.32
2025-01-31,Email,UA,25.79
2025-01-31,Email,PL,33.04
2025-01-31,Email,DE,45.13
2025-01-31,Email,US,58.88
2025-01-31,Email,UK,48.72
2025-02-01,Meta,UA,157.86
2025-02-01,Meta,PL,254.73
2025-02-01,Meta,DE,401.32
2025-02-01,Meta,US,496.87
2025-02-01,Meta,UK,450.26
2025-02-01,Google,UA,127.69
2025-02-01,Google,PL,150.63
2025-02-01,Google,DE,215.07
2025-02-01,Google,US,303.02
2025-02-01,Google,UK,316.6
2025-02-01,TikTok,UA,144.53
2025-02-01,TikTok,PL,331.87
2025-02-01,TikTok,DE,299.36
2025-02-01,TikTok,US,388.94
2025-02-01,TikTok,UK,303.38
2025-02-01,Email,UA,18.71
2025-02-01,Email,PL,37.57
2025-02-01,Email,DE,40.13
2025-02-01,Email,US,42.81
2025-02-01,Email,UK,37.07
2025-02-02,Meta,UA,171.33
2025-02-02,Meta,PL,316.0
2025-02-02,Meta,DE,272.94
2025-02-02,Meta,US,297.55
2025-02-02,Meta,UK,323.37
2025-02-02,Google,UA,133.29
2025-02-02,Google,PL,110.78
2025-02-02,Google,DE,217.86
2025-02-02,Google,US,287.79
2025-02-02,Google,UK,294.71
2025-02-02,TikTok,UA,273.4
2025-02-02,TikTok,PL,308.65
2025-02-02,TikTok,DE,293.45
2025-02-02,TikTok,US,344.15
2025-02-02,TikTok,UK,578.45
2025-02-02,Email,UA,25.47
2025-02-02,Email,PL,32.48
2025-02-02,Email,DE,39.43
2025-02-02,Email,US,55.96
2025-02-02,Email,UK,45.6
2025-02-03,Meta,UA,164.14
2025-02-03,Meta,PL,212.06
2025-02-03,Meta,DE,284.32
2025-02-03,Meta,US,353.66
2025-02-03,Meta,UK,297.3
2025-02-03,Google,UA,142.71
2025-02-03,Google,PL,171.93
2025-02-03,Google,DE,288.4
2025-02-03,Google,US,186.16
2025-02-03,Google,UK,316.45
2025-02-03,TikTok,UA,245.28
2025-02-03,TikTok,PL,173.51
2025-02-03,TikTok,DE,289.58
2025-02-03,TikTok,US,392.84
2025-02-03,TikTok,UK,282.53
2025-02-03,Email,UA,21.91
2025-02-03,Email,PL,26.53
2025-02-03,Email,DE,54.28
2025-02-03,Email,US,63.91
2025-02-03,Email,UK,58.84
2025-02-04,Meta,UA,207.25
2025-02-04,Meta,PL,190.97
2025-02-04,Meta,DE,260.23
2025-02-04,Meta,US,425.91
2025-02-04,Meta,UK,271.26
2025-02-04,Google,UA,159.17
2025-02-04,Google,PL,172.38
2025-02-04,Google,DE,205.65
2025-02-04,Google,US,340.96
2025-02-04,Google,UK,281.65
2025-02-04,TikTok,UA,183.67
2025-02-04,TikTok,PL,310.48
2025-02-04,TikTok,DE,253.54
2025-02-04,TikTok,US,469.24
2025-02-04,TikTok,UK,405.01
2025-02-04,Email,UA,23.83
2025-02-04,Email,PL,34.36
2025-02-04,Email,DE,31.61
2025-02-04,Email,US,63.77
2025-02-04,Email,UK,45.27
2025-02-05,Meta,UA,165.66
2025-02-05,Meta,PL,282.63
2025-02-05,Meta,DE,251.94
2025-02-05,Meta,US,302.66
2025-02-05,Meta,UK,255.41
2025-02-05,Google,UA,156.14
2025-02-05,Google,PL,142.95
2025-02-05,Google,DE,301.72
2025-02-05,Google,US,206.24
2025-02-05,Google,UK,352.85
2025-02-05,TikTok,UA,203.59
2025-02-05,TikTok,PL,247.65
2025-02-05,TikTok,DE,279.22
2025-02-05,TikTok,US,451.29
2025-02-05,TikTok,UK,361.54
2025-02-05,Email,UA,30.74
2025-02-05,Email,PL,33.07
2025-02-05,Email,DE,40.69
2025-02-05,Email,US,50.58
2025-02-05,Email,UK,46.32
2025-02-06,Meta,UA,192.37
2025-02-06,Meta,PL,172.0
2025-02-06,Meta,DE,224.37
2025-02-06,Meta,US,445.83
2025-02-06,Meta,UK,348.56
2025-02-06,Google,UA,135.44
2025-02-06,Google,PL,180.6
2025-02-06,Google,DE,234.2
2025-02-06,Google,US,272.22
2025-02-06,Google,UK,226.01
2025-02-06,TikTok,UA,203.03
2025-02-06,TikTok,PL,211.31
2025-02-06,TikTok,DE,331.49
2025-02-06,TikTok,US,309.14
2025-02-06,TikTok,UK,438.08
2025-02-06,Email,UA,27.44
2025-02-06,Email,PL,33.93
2025-02-06,Email,DE,47.26
2025-02-06,Email,US,72.88
2025-02-06,Email,UK,56.17
2025-02-07,Meta,UA,130.67
2025-02-07,Meta,PL,185.86
2025-02-07,Meta,DE,255.58
2025-02-07,Meta,US,391.84
2025-02-07,Meta,UK,371.01
2025-02-07,Google,UA,122.86
2025-02-07,Google,PL,186.15
2025-02-07,Google,DE,192.03
2025-02-07,Google,US,268.73
2025-02-07,Google,UK,201.84
2025-02-07,TikTok,UA,165.99
2025-02-07,TikTok,PL,197.58
2025-02-07,TikTok,DE,258.38
2025-02-07,TikTok,US,507.71
2025-02-07,TikTok,UK,306.82
2025-02-07,Email,UA,40.47
2025-02-07,Email,PL,35.41
2025-02-07,Email,DE,40.94
2025-02-07,Email,US,46.27
2025-02-07,Email,UK,53.09
2025-02-08,Meta,UA,164.09
2025-02-08,Meta,PL,239.2
2025-02-08,Meta,DE,453.41
2025-02-08,Meta,US,383.31
2025-02-08,Meta,UK,415.68
2025-02-08,Google,UA,123.36
2025-02-08,Google,PL,178.87
2025-02-08,Google,DE,302.59
2025-02-08,Google,US,267.98
2025-02-08,Google,UK,360.29
2025-02-08,TikTok,UA,222.63
2025-02-08,TikTok,PL,227.74
2025-02-08,TikTok,DE,345.13
2025-02-08,TikTok,US,500.35
2025-02-08,TikTok,UK,407.11
2025-02-08,Email,UA,19.0
2025-02-08,Email,PL,28.43
2025-02-08,Email,DE,37.87
2025-02-08,Email,US,53.28
2025-02-08,Email,UK,52.33
2025-02-09,Meta,UA,187.92
2025-02-09,Meta,PL,184.0
2025-02-09,Meta,DE,306.26
2025-02-09,Meta,US,435.31
2025-02-09,Meta,UK,373.83
2025-02-09,Google,UA,170.07
2025-02-09,Google,PL,209.15
2025-02-09,Google,DE,238.96
2025-02-09,Google,US,296.23
2025-02-09,Google,UK,192.81
2025-02-09,TikTok,UA,211.76
2025-02-09,TikTok,PL,261.6
2025-02-09,TikTok,DE,323.43
2025-02-09,TikTok,US,333.77
2025-02-09,TikTok,UK,299.63
2025-02-09,Email,UA,30.46
